,action_name
1757,simpleIdentifier##containsKey
1758,key
1759,simpleIdentifier##key
1760,containsValue
1761,simpleIdentifier##containsValue
1762,keys
1763,simpleIdentifier##keys
1764,values
1765,simpleIdentifier##values
1766,entries
1767,simpleIdentifier##entries
1768,Entry
1769,simpleIdentifier##Entry
1770,putAll
1771,simpleIdentifier##putAll
1772,userType##simpleUserType##.##simpleUserType##.##simpleUserType##.##simpleUserType
1773,TestKt
1774,extends
1775,lol
1776,Collections
1777,MutableSet
1778,simpleIdentifier##MutableSet
1779,MutableEntry
1780,simpleIdentifier##MutableEntry
1781,"kotlinFile##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##<EOF>"
1782,xyz
1783,lineStringContent##xyz
1784,lineStringContent##56
1785,mm
1786,simpleIdentifier##mm
1787,456
1788,ClassCastException
1789,simpleIdentifier##ClassCastException
1790,IllegalArgumentException
1791,simpleIdentifier##IllegalArgumentException
1792,NullPointerException
1793,simpleIdentifier##NullPointerException
1794,JvmDefault
1795,simpleIdentifier##JvmDefault
1796,h
1797,simpleIdentifier##h
1798,receiverType##nullableType
1799,jClass
1800,simpleIdentifier##jClass
1801,$c
1802,functionDeclaration##fun##typeParameters##simpleIdentifier##functionValueParameters##:##type##functionBody
1803,foo3
1804,simpleIdentifier##foo3
1805,"classParameters##(##classParameter##,##classParameter##,##classParameter##,##classParameter##)"
1806,foo4
1807,simpleIdentifier##foo4
1808,bb
1809,simpleIdentifier##bb
1810,T3
1811,simpleIdentifier##T3
1812,"functionTypeParameters##(##type##,##type##,##type##)"
1813,T4
1814,simpleIdentifier##T4
1815,"functionValueParameters##(##functionValueParameter##,##functionValueParameter##,##functionValueParameter##,##functionValueParameter##,##functionValueParameter##)"
1816,FAIL2
1817,sb
1818,IBar
1819,fn
1820,simpleIdentifier##fn
1821,"propertyDeclaration##val##typeParameters##receiverType##.##variableDeclaration##
##getter"
1822,Arrays
1823,simpleIdentifier##Arrays
1824,collect
1825,simpleIdentifier##collect
1826,classDeclaration##modifiers##interface##simpleIdentifier##typeParameters
1827,inc
1828,simpleIdentifier##inc
1829,Exception
1830,simpleIdentifier##Exception
1831,$test1
1832,lineStringContent##$test1
1833,simpleIdentifier##with
1834,$test2
1835,lineStringContent##$test2
1836,test1: 
1837,lineStringContent##test1: 
1838,test2: 
1839,lineStringContent##test2: 
1840,$test3
1841,lineStringContent##$test3
1842,test4: 
1843,lineStringContent##test4: 
1844,$test4
1845,lineStringContent##$test4
1846,simpleIdentifier##invoke
1847,classParameter##modifiers##simpleIdentifier##:##type
1848,kotlinFile##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>
1849,Pair
1850,simpleIdentifier##Pair
1851,ref
1852,simpleIdentifier##ref
1853,f1
1854,simpleIdentifier##f1
1855,propertyDeclaration##val##receiverType##.##variableDeclaration##getter
1856,sorted
1857,simpleIdentifier##sorted
1858,$expected
1859,lineStringContent##$expected
1860,$actual
1861,lineStringContent##$actual
1862,Fail 1: 
1863,Host
1864,simpleIdentifier##Host
1865,'K'
1866,literalConstant##'K'
1867,'O'
1868,literalConstant##'O'
1869,"kotlinFile##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1870,I2
1871,r1
1872,simpleIdentifier##r1
1873,$r1
1874,lineStringContent##$r1
1875,r2
1876,simpleIdentifier##r2
1877,$r2
1878,lineStringContent##$r2
1879,r3
1880,simpleIdentifier##r3
1881,literalConstant##7
1882,8
1883,literalConstant##8
1884,literalConstant##9
1885,14
1886,literalConstant##14
1887,18
1888,literalConstant##18
1889,19
1890,literalConstant##19
1891,literalConstant##21
1892,22
1893,literalConstant##22
1894,25
1895,literalConstant##25
1896,26
1897,literalConstant##26
1898,27
1899,literalConstant##27
1900,28
1901,literalConstant##28
1902,29
1903,literalConstant##29
1904,31
1905,literalConstant##31
1906,33
1907,literalConstant##33
1908,34
1909,36
1910,37
1911,literalConstant##37
1912,lineStringContent##5
1913,lineStringContent##1234
1914,lineStringContent##6
1915,FAIL2 
1916,lineStringContent##FAIL2 
1917,objectDeclaration##object##simpleIdentifier##:##delegationSpecifiers
1918,3.14
1919,literalConstant##3.14
1920,ok
1921,"kotlinFile##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1922,target
1923,simpleIdentifier##target
1924,"kotlinFile##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1925,KCallable
1926,simpleIdentifier##KCallable
1927,functionDeclaration##modifiers##fun##simpleIdentifier##functionValueParameters
1928,use
1929,simpleIdentifier##use
1930,"kotlinFile##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1931,43
1932,literalConstant##43
1933,arg
1934,simpleIdentifier##arg
1935,"forStatement##for##(##variableDeclaration##in##expression##)##
##controlStructureBody"
1936,also
1937,simpleIdentifier##also
1938,intrinsics
1939,simpleIdentifier##intrinsics
1940,runSuspend
1941,simpleIdentifier##runSuspend
1942,failed
1943,lineStringContent##failed
1944,invokeSuspend
1945,simpleIdentifier##invokeSuspend
1946,crossinline
1947,parameterModifier##crossinline
1948,simpleIdentifier##suspend
1949,genericCallLikeComparison##infixOperation##callSuffix##callSuffix
1950,simpleIdentifier##Companion
1951,TODO
1952,simpleIdentifier##TODO
1953,"kotlinFile##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1954,forEach
1955,simpleIdentifier##forEach
1956,simpleIdentifier##ok
1957,state
1958,simpleIdentifier##state
1959,prefixUnaryOperator##++
1960,"enumClassBody##{##
##enumEntries##;##
##
##classMemberDeclarations##}"
1961,"kotlinFile##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
1962,P
1963,simpleIdentifier##P
1964,lineStringContent##Fail 1: 
1965,Fail 2: 
1966,lineStringContent##Fail 2: 
1967,Fail 3: 
1968,lineStringContent##Fail 3: 
1969,w
1970,simpleIdentifier##w
1971,parameterWithOptionalType##simpleIdentifier##:##type
1972,F
1973,simpleIdentifier##F
1974,"propertyDeclaration##val##receiverType##.##variableDeclaration##
##getter"
1975,: 
1976,bar1
1977,simpleIdentifier##bar1
1978,bar2
1979,simpleIdentifier##bar2
1980,"whenExpression##when##whenSubject##{##
##whenEntry##}"
1981,aa
1982,simpleIdentifier##aa
1983,KMutableProperty1
1984,simpleIdentifier##KMutableProperty1
1985,full
1986,simpleIdentifier##full
1987,memberProperties
1988,simpleIdentifier##memberProperties
1989,as?
1990,asOperator##as?
1991,functions
1992,simpleIdentifier##functions
1993,className
1994,simpleIdentifier##className
1995,checkEqual
1996,simpleIdentifier##checkEqual
1997, and 
1998,lineStringContent## and 
1999,$y
2000,lineStringContent##$y
2001, should be equal
2002,lineStringContent## should be equal
2003, should have the same hash code
2004,lineStringContent## should have the same hash code
2005,checkNotEqual
2006,simpleIdentifier##checkNotEqual
2007, should NOT be equal
2008,lineStringContent## should NOT be equal
2009,v1
2010,simpleIdentifier##v1
2011,member
2012,simpleIdentifier##member
2013,extension
2014,simpleIdentifier##extension
2015,ff
2016,simpleIdentifier##ff
2017,not
2018,111
2019,literalConstant##111
2020,ENTRY
2021,"enumEntries##enumEntry##
"
2022,arg1
2023,classModifier##data
2024,Wrapper
2025,simpleIdentifier##Wrapper
2026,baz
2027,simpleIdentifier##baz
2028,Container
2029,simpleIdentifier##Container
2030,q
2031,simpleIdentifier##q
2032,$x1
2033,lineStringContent##$x1
2034,$x2
2035,lineStringContent##$x2
2036,KProperty1
2037,simpleIdentifier##KProperty1
2038,Function0
2039,simpleIdentifier##Function0
2040,Function1
2041,simpleIdentifier##Function1
2042,Comparator
2043,compare
2044,mutableListOf
2045,simpleIdentifier##mutableListOf
2046,lineStringContent##d
2047,lineStringContent##c
2048,lineStringContent##e
2049,$l
2050,lineStringContent##$l
2051,parenthesizedType##(##type##)
2052,nullableType##parenthesizedType##quest
2053,"whenExpression##when##whenSubject##{##
##whenEntry##whenEntry##whenEntry##}"
2054,label##simpleIdentifier##@
2055,unaryPrefix##label
2056,ext
2057,simpleIdentifier##ext
2058,instance
2059,simpleIdentifier##instance
2060,"propertyDeclaration##var##variableDeclaration##=##expression##
##setter"
2061,"propertyDeclaration##val##variableDeclaration##propertyDelegate##
##
"
2062,two
2063,simpleIdentifier##two
2064,"propertyDeclaration##val##variableDeclaration##propertyDelegate##
"
2065,"propertyDeclaration##var##variableDeclaration##propertyDelegate##
##
"
2066,newValue
2067,simpleIdentifier##newValue
2068,$f
2069,lineStringContent##$f
2070,$n
2071,lineStringContent##$n
2072,Value
2073,simpleIdentifier##Value
2074,text
2075,Q
2076,simpleIdentifier##Q
2077,classDeclaration##modifiers##class##simpleIdentifier##primaryConstructor##enumClassBody
2078,topLevel
2079,simpleIdentifier##topLevel
2080,"propertyDeclaration##var##variableDeclaration##
##getter##
##setter"
2081,lineStringContent##42
2082,"propertyDeclaration##val##variableDeclaration##
##getter"
2083,simpleIdentifier##value2
2084,lazy
2085,simpleIdentifier##lazy
2086,Thread
2087,simpleIdentifier##Thread
2088,start
2089,simpleIdentifier##start
2090,join
2091,KMutableProperty0
2092,simpleIdentifier##KMutableProperty0
2093,KMutableProperty
2094,simpleIdentifier##KMutableProperty
2095,p1
2096,simpleIdentifier##p1
2097,p2
2098,simpleIdentifier##p2
2099,p3
2100,simpleIdentifier##p3
2101,")
}
"
2102,storage
2103,simpleIdentifier##storage
2104,$o
2105,io
2106,simpleIdentifier##io
2107,close
2108,simpleIdentifier##close
2109,"kotlinFile##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2110,isAccessible
2111,simpleIdentifier##isAccessible
2112,assertNull
2113,simpleIdentifier##assertNull
2114,simpleIdentifier##Runnable
2115,fail 11
2116,lineStringContent##fail 11
2117,param
2118,simpleIdentifier##param
2119,where
2120,typeConstraint##simpleIdentifier##:##type
2121,"typeConstraints##where##typeConstraint##,##typeConstraint"
2122,println
2123,simpleIdentifier##println
2124,exception
2125,fn0
2126,simpleIdentifier##fn0
2127,fn1
2128,simpleIdentifier##fn1
2129,assertFailsWith
2130,simpleIdentifier##assertFailsWith
2131,$operation
2132,lineStringContent##$operation
2133,Function2
2134,simpleIdentifier##Function2
2135,"typeArguments##<##typeProjection##,##typeProjection##,##typeProjection##,##typeProjection##>"
2136,"typeArguments##<##typeProjection##,##typeProjection##,##typeProjection##,##typeProjection##,##typeProjection##,##typeProjection##,##typeProjection##>"
2137,"ifExpression##if##(##expression##)##controlStructureBody##
##else##controlStructureBody"
2138,$e
2139,lineStringContent##$e
2140,": should not throw exceptions, got "
2141,"lineStringContent##: should not throw exceptions, got "
2142,f0
2143,simpleIdentifier##f0
2144,"kotlinFile##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2145,condition
2146,simpleIdentifier##condition
2147,"kotlinFile##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2148,propertyDeclaration##val##variableDeclaration
2149,nil
2150,declaration##public##static##A##nil##(##)##{##return##null
2151,simpleIdentifier##nil
2152,mutableMapOf
2153,simpleIdentifier##mutableMapOf
2154,6L
2155,literalConstant##6L
2156,create
2157,@ 
2158,label##simpleIdentifier##@ 
2159,It
2160,simpleIdentifier##It
2161,entry
2162,simpleIdentifier##entry
2163,"postfixUnaryExpression##""##${"
2164,predicate
2165,simpleIdentifier##default
2166,simpleIdentifier##create
2167,companionObject##companion##object
2168,global
2169,simpleIdentifier##global
2170,FOO
2171,simpleIdentifier##FOO
2172,ic
2173,simpleIdentifier##ic
2174,"secondaryConstructor##constructor##functionValueParameters##:##constructorDelegationCall##
##
"
2175,"secondaryConstructor##constructor##functionValueParameters##:##constructorDelegationCall##
"
2176,constructorDelegationCall##super##valueArguments
2177,ab
2178,aaa
2179,lineStringContent##aaa
2180,bbb
2181,lineStringContent## 
2182,System
2183,simpleIdentifier##System
2184,simpleIdentifier##out
2185,"kotlinFile##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2186,msg
2187,simpleIdentifier##msg
2188,$this
2189,lineStringContent##$this
2190,yy
2191,simpleIdentifier##yy
2192,p4
2193,simpleIdentifier##p4
2194,statements##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis##statement##semis
2195,classDeclaration##modifiers##class##simpleIdentifier##primaryConstructor##:##delegationSpecifiers##classBody
2196,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration
2197,literalConstant##0.0f
2198,StringBuilder
2199,simpleIdentifier##StringBuilder
2200,propertyDeclaration##modifiers##val##variableDeclaration##=##expression
2201,companionObject##companion##object##:##delegationSpecifiers##classBody
2202,objectDeclaration##modifiers##object##simpleIdentifier##classBody
2203,functionTypeParameters##(##parameter##)
2204,body
2205,simpleIdentifier##body
2206,append
2207,simpleIdentifier##append
2208,!in 
2209,inOperator##!in 
2210,rangeTest##inOperator##expression
2211,whenCondition##rangeTest
2212,simpleIdentifier##inner
2213,lineStringContent##$c
2214,IntRange
2215,simpleIdentifier##IntRange
2216,rangeTo
2217,simpleIdentifier##rangeTo
2218,qux
2219,simpleIdentifier##qux
2220,left
2221,simpleIdentifier##left
2222,conjunction##equality##&&##equality##&&##equality
2223,"lambdaLiteral##{##
##
##statements##}"
2224,lineStringContent##s
2225,45
2226,literalConstant##45
2227,test5
2228,simpleIdentifier##test5
2229,test6
2230,simpleIdentifier##test6
2231,classMemberDeclarations##classMemberDeclaration##classMemberDeclaration##classMemberDeclaration##semis##classMemberDeclaration##semis
2232,test7
2233,tryExpression##try##block##finallyBlock
2234,continue
2235,jumpExpression##continue
2236,"kotlinFile##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2237,copy
2238,simpleIdentifier##copy
2239,xx
2240,simpleIdentifier##xx
2241,Failed
2242,status
2243,simpleIdentifier##status
2244,"whenExpression##when##{##
##whenEntry##whenEntry##}"
2245,obj
2246,simpleIdentifier##obj
2247,outer
2248,simpleIdentifier##outer
2249,v2
2250,simpleIdentifier##v2
2251,plusAssign
2252,simpleIdentifier##plusAssign
2253,log
2254,simpleIdentifier##log
2255,logged
2256,$log
2257,lineStringContent##$log
2258,zzz
2259,javaObjectType
2260,simpleIdentifier##javaObjectType
2261,$k
2262,lineStringContent##$k
2263,'z'
2264,literalConstant##'z'
2265,k2
2266,simpleIdentifier##k2
2267,"kotlinFile##
##packageHeader##importList##topLevelObject##<EOF>"
2268,canonicalName
2269,")

    return "
2270,functionDeclaration##modifiers##fun##typeParameters##simpleIdentifier##functionValueParameters
2271,objectDeclaration##object##simpleIdentifier
2272,200
2273,literalConstant##200
2274,$z
2275,lineStringContent##$z
2276,Foo2
2277,simpleIdentifier##Foo2
2278,functionModifier##infix
2279,flag
2280,simpleIdentifier##flag
2281,lambdaLiteral##{##->##statements##}
2282,literalConstant##1.0f
2283,lambda
2284,simpleIdentifier##lambda
2285,lineStringContent##$o
2286,$d
2287,lineStringContent##$d
2288,anonymousFunction##fun##parametersWithOptionalType##:##type##functionBody
2289,#
2290,simpleIdentifier##_
2291,Continuation
2292,simpleIdentifier##Continuation
2293,EmptyCoroutineContext
2294,simpleIdentifier##EmptyCoroutineContext
2295,getOrThrow
2296,simpleIdentifier##getOrThrow
2297,Controller
2298,simpleIdentifier##Controller
2299,suspendWithResult
2300,simpleIdentifier##suspendWithResult
2301,suspendCoroutineUninterceptedOrReturn
2302,simpleIdentifier##suspendCoroutineUninterceptedOrReturn
2303,resume
2304,simpleIdentifier##resume
2305,COROUTINE_SUSPENDED
2306,simpleIdentifier##COROUTINE_SUSPENDED
2307,controller
2308,simpleIdentifier##controller
2309,lineStringContent##$
2310,lineStringContent##.
2311,callback
2312,simpleIdentifier##callback
2313,enumEntry##simpleIdentifier##valueArguments##classBody
2314,classMemberDeclarations##classMemberDeclaration##semis##classMemberDeclaration##classMemberDeclaration##semis
2315,cc
2316,cs
2317,subSequence
2318,simpleIdentifier##subSequence
2319,end
2320,fail 9
2321,lineStringContent##fail 9
2322,fail 10
2323,lineStringContent##fail 10
2324,simpleIdentifier##cs
2325,simpleIdentifier##NotNull
2326,declaration## @##NotNull
2327,setOf
2328,simpleIdentifier##setOf
2329,classDeclaration##class##simpleIdentifier##typeParameters
2330,arrayListOf
2331,simpleIdentifier##arrayListOf
2332,concurrent
2333,simpleIdentifier##concurrent
2334,lineStringContent##Failed
2335,classDeclaration##modifiers##class##simpleIdentifier##typeParameters##:##delegationSpecifiers##classBody
2336,emptyList
2337,simpleIdentifier##emptyList
2338,"propertyDeclaration##var##variableDeclaration##propertyDelegate##
"
2339,classMemberDeclarations##classMemberDeclaration##classMemberDeclaration##classMemberDeclaration
2340,companionObject##modifiers##companion##object##classBody
2341,arguments
2342,simpleIdentifier##arguments
2343,"kotlinFile##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2344,MultifileClass
2345,JvmMultifileClass
2346,simpleIdentifier##JvmMultifileClass
2347,Callable
2348,simpleIdentifier##Callable
2349,job
2350,simpleIdentifier##job
2351,"semis##
##
##
##
##
##
"
2352,Sam
2353,'
2354,sam
2355,suspendHere
2356,simpleIdentifier##suspendHere
2357,suspendCoroutine
2358,simpleIdentifier##suspendCoroutine
2359,ContinuationAdapter
2360,simpleIdentifier##ContinuationAdapter
2361,context
2362,simpleIdentifier##context
2363,CoroutineContext
2364,simpleIdentifier##CoroutineContext
2365,resumeWithException
2366,simpleIdentifier##resumeWithException
2367,simpleIdentifier##exception
2368,simpleIdentifier##aaa
2369,lib
2370,simpleIdentifier##lib
2371,enumEntry##simpleIdentifier##classBody
2372,"enumEntries##enumEntry##,##
##enumEntry##
"
2373,expect
2374,platformModifier##expect
2375,modifier##platformModifier
2376,platformModifier##actual
2377,publicField
2378,simpleIdentifier##publicField
2379,internalField
2380,simpleIdentifier##internalField
2381,"propertyDeclaration##val##variableDeclaration##=##expression##
##getter"
2382,JvmPackageName
2383,"fileAnnotation##
@##file##:##unescapedAnnotation##
##
"
2384,getter##modifiers##get##(##)##functionBody
2385,typeAlias##typealias##simpleIdentifier##typeParameters##=##type
2386,getO
2387,simpleIdentifier##getO
2388,declaredMemberProperties
2389,simpleIdentifier##declaredMemberProperties
2390,lineStringContent##Test
2391,simpleIdentifier##asList
2392,Inv
2393,simpleIdentifier##Inv
2394,5L
2395,literalConstant##5L
2396,kotlinFunction
2397,simpleIdentifier##kotlinFunction
2398,sealed
2399,classModifier##sealed
2400,simpleIdentifier##empty
2401,lineStringContent###
2402,secondaryConstructor##constructor##functionValueParameters##block
2403,secondaryConstructor##constructor##functionValueParameters##:##constructorDelegationCall##block
2404,propertyDeclaration##modifiers##var##variableDeclaration##=##expression
2405,1u
2406,literalConstant##1u
2407,0u
2408,literalConstant##0u
2409,KRunnable
2410,simpleIdentifier##KRunnable
2411,classDeclaration##fun##interface##simpleIdentifier##classBody
2412,lineStringContent##fail1: 
2413,fail2: 
2414,lineStringContent##fail2: 
2415,third
2416,fail3: 
2417,lineStringContent##fail3: 
2418,"propertyDeclaration##val##variableDeclaration##
##
"
2419,"propertyDeclaration##modifiers##val##receiverType##.##variableDeclaration##
##getter"
2420,"propertyDeclaration##modifiers##val##variableDeclaration##
##
"
2421,UNCHECKED_CAST
2422,lineStringContent##UNCHECKED_CAST
2423,classMemberDeclarations##classMemberDeclaration##classMemberDeclaration##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
2424,UNSUPPORTED_FEATURE
2425,lineStringContent##UNSUPPORTED_FEATURE
2426,string
2427,simpleIdentifier##string
2428,IC
2429,simpleIdentifier##IC
2430,FAIL 1 
2431,lineStringContent##FAIL 1 
2432,IFoo
2433,simpleIdentifier##IFoo
2434,classMemberDeclarations##classMemberDeclaration##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis##classMemberDeclaration##semis
2435,FAIL 1: 
2436,KInterface
2437,simpleIdentifier##KInterface
2438,getStackTrace
2439,simpleIdentifier##getStackTrace
2440,KInterface2
2441,simpleIdentifier##KInterface2
2442,ULong
2443,simpleIdentifier##ULong
2444,"propertyDeclaration##val##variableDeclaration##=##expression##
##
##
"
2445,lineStringContent##FAIL 1: 
2446,FAIL 2: 
2447,lineStringContent##FAIL 2: 
2448,FAIL 3: 
2449,lineStringContent##FAIL 3: 
2450,FAIL 4: 
2451,lineStringContent##FAIL 4: 
2452,"kotlinFile##
##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2453,simpleIdentifier##logged
2454,lineStringContent##i
2455,lineStringContent##j
2456,Fail: '
2457,lineStringContent##Fail: '
2458,lineStringContent##'
2459,<init>
2460,lineStringContent##<init>
2461,<clinit>
2462,lineStringContent##<clinit>
2463,zap
2464,"valueArguments##(##valueArgument##,##
##valueArgument##
##)"
2465,"valueArguments##(##valueArgument##,##valueArgument##
##)"
2466,contracts
2467,simpleIdentifier##contracts
2468,contract
2469,simpleIdentifier##contract
2470,callsInPlace
2471,simpleIdentifier##callsInPlace
2472,InvocationKind
2473,simpleIdentifier##InvocationKind
2474,EXACTLY_ONCE
2475,simpleIdentifier##EXACTLY_ONCE
2476,propertyDeclaration##val##multiVariableDeclaration##=##expression
2477,OptIn
2478,simpleIdentifier##OptIn
2479,whenSubject##(##val##variableDeclaration##=##expression##)
2480,lambdaParameter##multiVariableDeclaration
2481,-=
2482,assignmentAndOperator##-=
2483,abcdef
2484,lineStringContent##abcdef
2485,statement##label##loopStatement
2486,'4'
2487,literalConstant##'4'
2488,abcd
2489,lineStringContent##abcd
2490,tryExpression##try##block##catchBlock##finallyBlock
2491,propertyDeclaration##var##variableDeclaration
2492,'h'
2493,literalConstant##'h'
2494,'0'
2495,literalConstant##'0'
2496,ClosedRange
2497,simpleIdentifier##ClosedRange
2498,lineStringContent##X
2499,"kotlinFile##
##
##
##
##
##
##
##packageHeader##importList##topLevelObject##<EOF>"
2500,print
2501,simpleIdentifier##print
2502,lineStringContent##FAIL2
2503,simpleIdentifier##foobar
2504,ghi
2505,lineStringContent##ghi
2506,propertyDeclaration##var##variableDeclaration##propertyDelegate
2507,2u
2508,literalConstant##2u
2509,3u
2510,literalConstant##3u
2511, else 
2512,fail: '
2513,lineStringContent##fail: '
2514,$ss
2515,lineStringContent##$ss
2516,0:a;1:b;2:c;3:d;
2517,lineStringContent##0:a;1:b;2:c;3:d;
2518,propertyDeclaration##val##variableDeclaration##=##expression##StringBuilder##(##)
2519,asSequence
2520,simpleIdentifier##asSequence
2521,Sequence
2522,simpleIdentifier##Sequence
2523,sequence
2524,simpleIdentifier##sequence
2525,"additiveExpression##multiplicativeExpression##additiveOperator##
##multiplicativeExpression##additiveOperator##
##multiplicativeExpression"
2526,$v
2527,lineStringContent##$v
2528,ExperimentalTypeInference
2529,simpleIdentifier##ExperimentalTypeInference
2530,yield
2531,simpleIdentifier##yield
2532,BuilderInference
2533,simpleIdentifier##BuilderInference
2534,createCoroutine
2535,continuation
2536,simpleIdentifier##continuation
2537,IllegalStateException
2538,simpleIdentifier##IllegalStateException
2539,handleResultContinuation
2540,simpleIdentifier##handleResultContinuation
2541,FooImpl
2542,simpleIdentifier##FooImpl
2543,"kotlinFile##
##
##
##packageHeader##importList##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##topLevelObject##<EOF>"
2544,ignored
2545,return@builder
2546,jumpExpression##return@builder
2547,JvmOverloads
2548,simpleIdentifier##JvmOverloads
2549,resumeWith
2550,execute
2551,simpleIdentifier##execute
2552,suspendWithValue
2553,simpleIdentifier##suspendWithValue
2554,);
2555,lineStringContent##);
2556,suspendWithException
2557,simpleIdentifier##suspendWithException
2558,Obj
2559,simpleIdentifier##Obj
2560,flow
2561,simpleIdentifier##flow
2562,Flow
2563,simpleIdentifier##Flow
2564,FlowCollector
2565,simpleIdentifier##FlowCollector
2566,handleExceptionContinuation
2567,simpleIdentifier##handleExceptionContinuation
2568,suspendThere
2569,simpleIdentifier##suspendThere
2570,57
2571,"lineStringContent##,"
2572,propertyDeclaration##val##variableDeclaration##propertyDelegate
2573,counter
2574,simpleIdentifier##counter
2575,Result
2576,simpleIdentifier##Result
2577,"lineStringLiteral##""##lineStringContent##lineStringContent##lineStringContent##lineStringContent##lineStringContent##lineStringContent##lineStringContent##"""
2578,H
2579,FAIL: 
2580,lineStringContent##FAIL: 
2581,step
2582,simpleIdentifier##step
2583,"propertyDeclaration##val##variableDeclaration##=##expression##
##if##("
2584,"semi##
##
##
##
"
2585,"whenEntry##whenCondition##,##whenCondition##->##controlStructureBody##semi"
2586,success
2587,simpleIdentifier##success
2588,properties
2589,simpleIdentifier##properties
2590,simpleIdentifier##cause
2591,underlying
2592,simpleIdentifier##underlying
2593,tailrec
2594,functionModifier##tailrec
2595,1000000
2596,literalConstant##1000000
2597,100000
2598,literalConstant##100000
2599,quz
2600,simpleIdentifier##quz
2601,FAIL 2 
2602,lineStringContent##FAIL 2 
2603,toBoxResult
2604,simpleIdentifier##toBoxResult
2605,simpleIdentifier##IBar
2606,toResultString
2607,simpleIdentifier##toResultString
2608,generic
2609,simpleIdentifier##generic
2610,!! 
2611,lineStringContent##!! 
2612,suspendMe
2613,simpleIdentifier##suspendMe
2614,statement##annotation##assignment
2615,simpleIdentifier##ignored
2616,callLocal
2617,simpleIdentifier##callLocal
2618,getEnclosingClass
2619,startsWith
2620,p01
2621,simpleIdentifier##p01
2622,p02
2623,simpleIdentifier##p02
2624,p03
2625,simpleIdentifier##p03
2626,p04
2627,simpleIdentifier##p04
2628,p05
2629,simpleIdentifier##p05
2630,p06
2631,simpleIdentifier##p06
2632,p07
2633,simpleIdentifier##p07
2634,p08
2635,simpleIdentifier##p08
2636,p09
2637,simpleIdentifier##p09
2638,p10
2639,simpleIdentifier##p10
2640,p11
2641,simpleIdentifier##p11
2642,p12
2643,simpleIdentifier##p12
2644,p13
2645,simpleIdentifier##p13
2646,p14
2647,simpleIdentifier##p14
2648,p15
2649,simpleIdentifier##p15
2650,p16
2651,simpleIdentifier##p16
2652,p17
2653,simpleIdentifier##p17
2654,p18
2655,simpleIdentifier##p18
2656,p19
2657,simpleIdentifier##p19
2658,p20
2659,simpleIdentifier##p20
2660,p21
2661,simpleIdentifier##p21
2662,p22
2663,simpleIdentifier##p22
2664,p23
2665,simpleIdentifier##p23
2666,p24
2667,simpleIdentifier##p24
2668,p25
2669,simpleIdentifier##p25
2670,p26
2671,simpleIdentifier##p26
2672,p27
2673,simpleIdentifier##p27
2674,p28
2675,simpleIdentifier##p28
2676,p29
2677,simpleIdentifier##p29
2678,last
2679,simpleIdentifier##last
2680,members
2681,simpleIdentifier##members
2682,emptyMap
2683,simpleIdentifier##emptyMap
2684,prefixUnaryOperator##+
2685,A2
2686,simpleIdentifier##A2
2687,TailCallOptimizationChecker
2688,simpleIdentifier##TailCallOptimizationChecker
2689,saveStackTrace
